Gender,Course1,Course1,Course,Strand Code,Strand,,,,,Salary,GWA
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,78943,82
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Not in the list,ICT,Information and Communications Technology (ICT),,,,,126264,79
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,28835,73
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,HE,Home Economics (HE),,,,,12723,75
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Not in the list,HUMSS,Humanities and Social Sciences (HUMSS),,,,,27068,92
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,66130,72
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,110107,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Undecided,HE,Home Economics (HE),,,,,84202,70
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,28548,71
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,NO CHOSEN COURSE,ABM,"Accountancy, Business and Management (ABM)",,,,,60471,75
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,17214,72
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,GA,General Academic (GA) ,,,,,24876,73
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,17893,79
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,ICT,Information and Communications Technology (ICT),,,,,33587,81
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Nursing - BSN,HE,Home Economics (HE),,,,,123539,89
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HE,Home Economics (HE),,,,,61236,90
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Undecided,ICT,Information and Communications Technology (ICT),,,,,120748,95
Female    ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,78302,98
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,44011,96
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,79734,94
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,128338,91
Female    ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,55828,74
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Computer Science - BSCS,HE,Home Economics (HE),,,,,69006,82
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,NO CHOSEN COURSE,ICT,Information and Communications Technology (ICT),,,,,22692,90
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,110250,83
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Information Technology - BSIT,ABM,"Accountancy, Business and Management (ABM)",,,,,78035,79
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,28620,96
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,59079,95
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,64961,79
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,77428,99
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,Not in the list,ICT,Information and Communications Technology (ICT),,,,,26612,80
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,17186,80
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,ICT,Information and Communications Technology (ICT),,,,,124495,92
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,91336,81
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,47242,84
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in English - BSED ENGLISH,NO CHOSEN COURSE,HUMSS,Humanities and Social Sciences (HUMSS),,,,,115581,93
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Accountancy - BSA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,55307,81
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,NO CHOSEN COURSE,HE,Home Economics (HE),,,,,11216,92
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,118332,96
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,58842,96
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,11535,98
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,23225,72
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,69359,93
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,110197,77
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Information Technology - BSIT,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HE,Home Economics (HE),,,,,64487,87
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,10708,75
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,113462,73
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,123357,71
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,45695,100
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,100398,80
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,68581,78
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,21788,86
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Hospitality Management - BSHM,HUMSS,Humanities and Social Sciences (HUMSS),,,,,32677,89
Male      ,Bachelor of Science in Entrepreneurship - BSENT,NO CHOSEN COURSE,NO CHOSEN COURSE,ABM,"Accountancy, Business and Management (ABM)",,,,,119229,98
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,119893,78
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,85614,97
Male      ,NO CHOSEN COURSE,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,33450,95
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Undecided,HE,Home Economics (HE),,,,,20854,88
Female    ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,89493,100
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,Not in the list,HUMSS,Humanities and Social Sciences (HUMSS),,,,,105462,72
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Information Technology - BSIT,Not in the list,HE,Home Economics (HE),,,,,74670,87
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,46224,90
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,106158,92
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,19531,75
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,55563,77
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Mathematics - BSED MATH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,79277,97
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,41058,70
Female    ,Bachelor of Science in Information Technology - BSIT,NO CHOSEN COURSE,NO CHOSEN COURSE,ICT,Information and Communications Technology (ICT),,,,,45027,73
Female    ,Bachelor of Science in Hospitality Management - BSHM,Undecided,Undecided,HE,Home Economics (HE),,,,,53885,85
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Accountancy - BSA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,123367,81
